AAT ID
Alexa rank
BNCF Thesaurus
BabelNet id
CAS Registry Number
CERO rating
ChEBI ID
ChemSpider ID
Commons category
Cultureel Woordenboek identifier
DSSTOX substance identifier
Dewey Decimal Classification
EC no-1-
ECHA InfoCard ID
ESRB rating
Enciclopedia Treccani ID
Encyclopædia Britannica Online ID
Encyclopædia Universalis Online ID
Facebook profile ID
Framalibre ID
Freebase ID
GND ID
GUI toolkit or framework
Gran Enciclopèdia Catalana ID
HMDB ID
IDLH
IMDb ID
Iconclass notation
InChI
InChIKey
JSTOR topic ID
Library of Congress authority identifier
NDL Auth ID
NIOSH Pocket Guide ID
OmegaWiki Defined Meaning
P3553
P4354
PDB ID
PEGI rating
PSH ID
PubChem CID
Quora topic ID
RTECS number
RxNorm CUI
SourceForge project
Stack Exchange tag
Twitter username
UNESCO Thesaurus ID
UNII
USK rating
VIAF ID
ZVG number
aliases-2-ar
aliases-2-bar
aliases-2-bho
aliases-2-bn
aliases-2-ca
aliases-2-ceb
aliases-2-ckb
aliases-2-cs
aliases-2-da
aliases-2-de
aliases-2-el
aliases-2-en
aliases-2-eo
aliases-2-es
aliases-2-eu
aliases-2-fa
aliases-2-fi
aliases-2-fr
aliases-2-gd
aliases-2-gl
aliases-2-he
aliases-2-hi
aliases-2-hu
aliases-2-id
aliases-2-it
aliases-2-ja
aliases-2-ko
aliases-2-lt
aliases-2-mk
aliases-2-ml
aliases-2-ms
aliases-2-mt
aliases-2-nb
aliases-2-nl
aliases-2-nn
aliases-2-pl
aliases-2-pt
aliases-2-pt-br
aliases-2-ro
aliases-2-ru
aliases-2-scn
aliases-2-sgs
aliases-2-sh
aliases-2-sl
aliases-2-sq
aliases-2-sv
aliases-2-ta
aliases-2-th
aliases-2-tl
aliases-2-tr
aliases-2-uk
aliases-2-vi
aliases-2-zh
atomic number
based on
boiling point
canonical SMILES
cause of
chemical formula
connecting line
coordinate location
cost
country
creator
date of official opening
decays to
density
described at URL
described by source
descriptions-2-bg
descriptions-2-bn
descriptions-2-bs
descriptions-2-ca
descriptions-2-cs
descriptions-2-da
descriptions-2-de
descriptions-2-el
descriptions-2-en
descriptions-2-en-ca
descriptions-2-en-gb
descriptions-2-eo
descriptions-2-es
descriptions-2-eu
descriptions-2-fa
descriptions-2-fi
descriptions-2-fr
descriptions-2-gl
descriptions-2-he
descriptions-2-hi
descriptions-2-hr
descriptions-2-hu
descriptions-2-hy
descriptions-2-id
descriptions-2-it
descriptions-2-ja
descriptions-2-lv
descriptions-2-lzh
descriptions-2-mk
descriptions-2-ml
descriptions-2-nb
descriptions-2-nl
descriptions-2-nn
descriptions-2-oc
descriptions-2-pa
descriptions-2-pl
descriptions-2-pt
descriptions-2-pt-br
descriptions-2-ro
descriptions-2-ru
descriptions-2-scn
descriptions-2-sco
descriptions-2-sh
descriptions-2-sk
descriptions-2-sl
descriptions-2-sq
descriptions-2-sr
descriptions-2-sv
descriptions-2-tr
descriptions-2-uk
descriptions-2-zh
descriptions-2-zh-cn
descriptions-2-zh-hans
descriptions-2-zh-hant
descriptions-2-zh-hk
descriptions-2-zh-tw
designed by
developer
discoverer or inventor
distribution
distributor
element symbol
followed by
founded by
game mode
genre
half-life
has list
headquarters location
image
inception
input method
instance of
labels-2-af
labels-2-am
labels-2-an
labels-2-ang
labels-2-ar
labels-2-arz
labels-2-ast
labels-2-az
labels-2-bar
labels-2-bcl
labels-2-be
labels-2-be-tarask
labels-2-bg
labels-2-bho
labels-2-bn
labels-2-br
labels-2-bs
labels-2-ca
labels-2-cdo
labels-2-ce
labels-2-ceb
labels-2-ckb
labels-2-co
labels-2-crh-latn
labels-2-cs
labels-2-cv
labels-2-cy
labels-2-da
labels-2-de
labels-2-de-ch
labels-2-diq
labels-2-el
labels-2-en
labels-2-en-ca
labels-2-en-gb
labels-2-eo
labels-2-es
labels-2-et
labels-2-eu
labels-2-fa
labels-2-fi
labels-2-fo
labels-2-fr
labels-2-frp
labels-2-fur
labels-2-ga
labels-2-gd
labels-2-gl
labels-2-gu
labels-2-gv
labels-2-hak
labels-2-he
labels-2-hi
labels-2-hif
labels-2-hr
labels-2-ht
labels-2-hu
labels-2-hy
labels-2-ia
labels-2-id
labels-2-io
labels-2-is
labels-2-it
labels-2-ja
labels-2-jbo
labels-2-jv
labels-2-ka
labels-2-kk
labels-2-kn
labels-2-ko
labels-2-krc
labels-2-ku
labels-2-kv
labels-2-ky
labels-2-la
labels-2-lb
labels-2-li
labels-2-lij
labels-2-lmo
labels-2-lt
labels-2-lv
labels-2-lzh
labels-2-mk
labels-2-ml
labels-2-mn
labels-2-mr
labels-2-mrj
labels-2-ms
labels-2-mt
labels-2-my
labels-2-myv
labels-2-nah
labels-2-nan
labels-2-nb
labels-2-nds
labels-2-nl
labels-2-nn
labels-2-oc
labels-2-or
labels-2-pa
labels-2-pdc
labels-2-pl
labels-2-pms
labels-2-pnb
labels-2-pt
labels-2-pt-br
labels-2-qu
labels-2-ro
labels-2-ru
labels-2-rup
labels-2-sa
labels-2-sah
labels-2-scn
labels-2-sco
labels-2-sd
labels-2-sgs
labels-2-sh
labels-2-sk
labels-2-sl
labels-2-so
labels-2-sq
labels-2-sr
labels-2-sr-ec
labels-2-sr-el
labels-2-stq
labels-2-su
labels-2-sv
labels-2-sw
labels-2-szl
labels-2-ta
labels-2-te
labels-2-tg
labels-2-th
labels-2-tk
labels-2-tl
labels-2-tr
labels-2-tt
labels-2-ug
labels-2-uk
labels-2-ur
labels-2-uz
labels-2-vep
labels-2-vi
labels-2-vro
labels-2-war
labels-2-xal
labels-2-xmf
labels-2-yi
labels-2-yo
labels-2-yue
labels-2-zh
labels-2-zh-cn
labels-2-zh-hans
labels-2-zh-hant
labels-2-zh-hk
labels-2-zh-sg
labels-2-zh-tw
labels-2-zu
language of work or name
lastrevid
license
located in the administrative territorial entity
logo image
mass
melting point
minimum explosive concentration
modified
name
named after
neutron number
official blog
official website
operating system
owned by
parent organization
parity
part of
platform
product or material produced
programming language
programming paradigm
publication date
publisher
series
short-term exposure limit
software engine
software quality assurance
software version
source code repository
spin quantum number
subclass of
thermal conductivity
time of discovery
time-weighted average exposure limit
topic's main category
use
vapor pressure
wd-2-item-2-id
