AAT ID
Alexa rank
BNCF Thesaurus
BabelNet id
CAS Registry Number
CERO rating
ChEBI ID
ChemSpider ID
Commons category
Cultureel Woordenboek identifier
DSSTOX substance identifier
Dewey Decimal Classification
EC no.
ECHA InfoCard ID
ESRB rating
Enciclopedia Treccani ID
Encyclopædia Britannica Online ID
Encyclopædia Universalis Online ID
Facebook profile ID
Framalibre ID
Freebase ID
GND ID
GUI toolkit or framework
Gran Enciclopèdia Catalana ID
HMDB ID
IDLH
IMDb ID
Iconclass notation
InChI
InChIKey
JSTOR topic ID
Library of Congress authority identifier
NDL Auth ID
NIOSH Pocket Guide ID
OmegaWiki Defined Meaning
P3553
P4354
PDB ID
PEGI rating
PSH ID
PubChem CID
Quora topic ID
RTECS number
RxNorm CUI
SourceForge project
Stack Exchange tag
Twitter username
UNESCO Thesaurus ID
UNII
USK rating
VIAF ID
ZVG number
aliases_ar
aliases_bar
aliases_bho
aliases_bn
aliases_ca
aliases_ceb
aliases_ckb
aliases_cs
aliases_da
aliases_de
aliases_el
aliases_en
aliases_eo
aliases_es
aliases_eu
aliases_fa
aliases_fi
aliases_fr
aliases_gd
aliases_gl
aliases_he
aliases_hi
aliases_hu
aliases_id
aliases_it
aliases_ja
aliases_ko
aliases_lt
aliases_mk
aliases_ml
aliases_ms
aliases_mt
aliases_nb
aliases_nl
aliases_nn
aliases_pl
aliases_pt
aliases_pt-br
aliases_ro
aliases_ru
aliases_scn
aliases_sgs
aliases_sh
aliases_sl
aliases_sq
aliases_sv
aliases_ta
aliases_th
aliases_tl
aliases_tr
aliases_uk
aliases_vi
aliases_zh
atomic number
based on
boiling point
canonical SMILES
cause of
chemical formula
connecting line
coordinate location
cost
country
creator
date of official opening
decays to
density
described at URL
described by source
descriptions_bg
descriptions_bn
descriptions_bs
descriptions_ca
descriptions_cs
descriptions_da
descriptions_de
descriptions_el
descriptions_en
descriptions_en-ca
descriptions_en-gb
descriptions_eo
descriptions_es
descriptions_eu
descriptions_fa
descriptions_fi
descriptions_fr
descriptions_gl
descriptions_he
descriptions_hi
descriptions_hr
descriptions_hu
descriptions_hy
descriptions_id
descriptions_it
descriptions_ja
descriptions_lv
descriptions_lzh
descriptions_mk
descriptions_ml
descriptions_nb
descriptions_nl
descriptions_nn
descriptions_oc
descriptions_pa
descriptions_pl
descriptions_pt
descriptions_pt-br
descriptions_ro
descriptions_ru
descriptions_scn
descriptions_sco
descriptions_sh
descriptions_sk
descriptions_sl
descriptions_sq
descriptions_sr
descriptions_sv
descriptions_tr
descriptions_uk
descriptions_zh
descriptions_zh-cn
descriptions_zh-hans
descriptions_zh-hant
descriptions_zh-hk
descriptions_zh-tw
designed by
developer
discoverer or inventor
distribution
distributor
element symbol
followed by
founded by
game mode
genre
half-life
has list
headquarters location
image
inception
input method
instance of
labels_af
labels_am
labels_an
labels_ang
labels_ar
labels_arz
labels_ast
labels_az
labels_bar
labels_bcl
labels_be
labels_be-tarask
labels_bg
labels_bho
labels_bn
labels_br
labels_bs
labels_ca
labels_cdo
labels_ce
labels_ceb
labels_ckb
labels_co
labels_crh-latn
labels_cs
labels_cv
labels_cy
labels_da
labels_de
labels_de-ch
labels_diq
labels_el
labels_en
labels_en-ca
labels_en-gb
labels_eo
labels_es
labels_et
labels_eu
labels_fa
labels_fi
labels_fo
labels_fr
labels_frp
labels_fur
labels_ga
labels_gd
labels_gl
labels_gu
labels_gv
labels_hak
labels_he
labels_hi
labels_hif
labels_hr
labels_ht
labels_hu
labels_hy
labels_ia
labels_id
labels_io
labels_is
labels_it
labels_ja
labels_jbo
labels_jv
labels_ka
labels_kk
labels_kn
labels_ko
labels_krc
labels_ku
labels_kv
labels_ky
labels_la
labels_lb
labels_li
labels_lij
labels_lmo
labels_lt
labels_lv
labels_lzh
labels_mk
labels_ml
labels_mn
labels_mr
labels_mrj
labels_ms
labels_mt
labels_my
labels_myv
labels_nah
labels_nan
labels_nb
labels_nds
labels_nl
labels_nn
labels_oc
labels_or
labels_pa
labels_pdc
labels_pl
labels_pms
labels_pnb
labels_pt
labels_pt-br
labels_qu
labels_ro
labels_ru
labels_rup
labels_sa
labels_sah
labels_scn
labels_sco
labels_sd
labels_sgs
labels_sh
labels_sk
labels_sl
labels_so
labels_sq
labels_sr
labels_sr-ec
labels_sr-el
labels_stq
labels_su
labels_sv
labels_sw
labels_szl
labels_ta
labels_te
labels_tg
labels_th
labels_tk
labels_tl
labels_tr
labels_tt
labels_ug
labels_uk
labels_ur
labels_uz
labels_vep
labels_vi
labels_vro
labels_war
labels_xal
labels_xmf
labels_yi
labels_yo
labels_yue
labels_zh
labels_zh-cn
labels_zh-hans
labels_zh-hant
labels_zh-hk
labels_zh-sg
labels_zh-tw
labels_zu
language of work or name
lastrevid
license
located in the administrative territorial entity
logo image
mass
melting point
minimum explosive concentration
modified
name
named after
neutron number
official blog
official website
operating system
owned by
parent organization
parity
part of
platform
product or material produced
programming language
programming paradigm
publication date
publisher
series
short-term exposure limit
software engine
software quality assurance
software version
source code repository
spin quantum number
subclass of
thermal conductivity
time of discovery
time-weighted average exposure limit
topic's main category
use
vapor pressure
wd_item_id
